No,comment_link,Is the repository a software project?,Does the source code comment relate to vulnerability?,What purpose does the vulnerability keyword in code comment serve?,Is the vulnerability-related code source code or test code?,Where is the actual vulnerability with relation to the comment?,,,,,,,,,,,,,,,,,,,
244,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/36932.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
245,https://github.com/DragonFlyBSD/DragonFlyBSD/blob/1ec5f186dd8804ecc1bbf1526e891e236a39c413/contrib/gcc-8.0/gcc/config/i386/i386-opts.h#L109,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
246,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/local/9575.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
247,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/local/18411.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
248,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/43478.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
249,https://github.com/Coursemology/coursemology2/blob/5ae9c73fef5ffb57c51ea88c3741c406bb07d49f/config/initializers/argument_deserializer.rb#L6,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
250,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/remote/32998.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
251,https://github.com/torproject/tor/blob/78223ab0fc279abe0c575f191f5d0f42ef1bda59/src/lib/tls/tortls_openssl.c#L84,Yes,Yes,Warning,Source code,Single,,,,,,,,,,,,,,,,,,,
252,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/18108.rb#L206,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
253,https://github.com/Distrotech/squid/blob/937eeba8a4db790dbead2f02a01d0986f4b4b429/src/client_side_request.cc#L1699,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
254,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/dos/39867.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
255,https://github.com/eclipse/jgit/blob/0a15cb3a2bc14feec11baa1977567179ce3094bc/org.eclipse.jgit/src/org/eclipse/jgit/internal/submodule/SubmoduleValidator.java#L60,Yes,Yes,Warning,Source code,Multiple,,,,,,,,,,,,,,,,,,,
256,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/35964.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
257,https://github.com/qtumproject/qtum/blob/8e97246b2ce00633768a9ee071061921d6cacd19/src/cryptopp/trap.h#L36,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
258,https://github.com/raspberrypi/linux/blob/6dabe04c82943c34fb5bcadc9cc2ee7b6b4a145b/tools/testing/selftests/x86/mov_ss_trap.c#L1,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
259,https://github.com/LLNL/spack/blob/3f50dcf6d91192253af320aaf72fcb13d307e137/var/spack/repos/builtin/packages/libpng/package.py#L21,Yes,Yes,Source code context,Source code,Multiple,,,,,,,,,,,,,,,,,,,
260,https://github.com/eclipse/jgit/blob/0a15cb3a2bc14feec11baa1977567179ce3094bc/org.eclipse.jgit/src/org/eclipse/jgit/internal/submodule/SubmoduleValidator.java#L112,Yes,Yes,Warning,Source code,Single,,,,,,,,,,,,,,,,,,,
261,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/dos/39229.cpp#L48,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
262,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/46528.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
263,https://github.com/deater/perf_event_tests/blob/95cd5f9b5013e446e540fc04612aa9d054b32432/exploits/arm_perf_exploit.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
264,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/local/44904.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
265,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/external/source/exploits/CVE-2010-0232/kitrap0d/kitrap0d.c#L322,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
266,https://github.com/lyft/envoy/blob/43e06d2177c4e88fb069691863c5a583d0f0bdcb/test/common/http/http2/frame_replay_test.cc#L157,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
267,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/12293.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
268,https://github.com/vrtadmin/clamav-devel/blob/697bfad4c1f33817b8ee309eab786301e55321d2/libclammspack/test/cabd_test.c#L403,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
269,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/dos/7822.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
270,https://github.com/openslide/openslide/blob/f55a3bf34053ba10b32b0d902a36105fbb3ac205/src/openslide-decode-jp2k.c#L343,Yes,Yes,Warning,Source code,Single,,,,,,,,,,,,,,,,,,,
271,https://github.com/phusion/passenger/blob/ed2f164a5e6a476a932a5178e69f88b25b775269/src/agent/Core/Controller/SendRequest.cpp#L237,Yes,Yes,Origin,Source code,Multiple,,,,,,,,,,,,,,,,,,,
272,https://github.com/buffer/thug/blob/15598c73400f607bb6abf3b29fa7d64134c58a39/thug/ActiveX/modules/Domino.py#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
273,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/remote/14641.py#L9,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
274,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/cve/cve-2017-2618.c#L19,Yes,Yes,Warning,Test code,Multiple,,,,,,,,,,,,,,,,,,,
275,https://github.com/ronin-ruby/ronin-exploits/blob/dd25c368ade8d95cdeb5ba2844d4d8d1c4c70a2b/lib/ronin/advisory.rb#L77,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
276,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/dos/16966.php#L2,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
277,https://github.com/curl/curl/blob/7113e075dbc30c19393508fa6b108519c5d19477/lib/vtls/openssl.c#L2400,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
278,https://github.com/resteasy/Resteasy/blob/63862e7e5b109d56227a9450fd1dc209cc926597/resteasy-core/src/main/java/org/jboss/resteasy/plugins/providers/SerializableProvider.java#L24,Yes,Yes,see/see-also,Source code,Multiple,,,,,,,,,,,,,,,,,,,
279,https://github.com/openslide/openslide/blob/f55a3bf34053ba10b32b0d902a36105fbb3ac205/src/openslide-vendor-aperio.c#L410,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
280,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/44893.php#L22,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
281,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/40651.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
282,https://github.com/opf/openproject/blob/8330292b32b581b6e7ef12a9d54c066def83caa7/spec/security/active_support_to_json_spec.rb#L30,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
283,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows_x86-64/dos/45711.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
284,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/data/exploits/CVE-2014-0038/recvmmsg.c#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
285,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/local/45516.c#L6,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
286,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/34131.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
287,https://github.com/Enalean/tuleap/blob/881944cd9fade215a83918fa731f1506f9911270/src/common/wiki/phpwiki/lib/config.php#L458,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
288,https://github.com/GNOME/vte/blob/bc983ed04151ed769eb9f1bb5d7f2c782f19112c/src/vteseq.cc#L8616,Yes,Yes,see/see-also,Source code,Single,,,,,,,,,,,,,,,,,,,
289,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/35449.rb#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
290,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/remote/46193.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
291,https://github.com/Distrotech/squid/blob/937eeba8a4db790dbead2f02a01d0986f4b4b429/src/tunnel.cc#L442,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
292,https://github.com/buffer/thug/blob/15598c73400f607bb6abf3b29fa7d64134c58a39/thug/ActiveX/modules/DirectShow.py#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
293,https://github.com/albalenys/DevAdventures/blob/243baafaccf3b3411f138202252167c316acae08/vendor/bundle/ruby/2.2.0/gems/loofah-2.2.2/lib/loofah/html5/libxml2_workarounds.rb#L11,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
294,https://github.com/krisp1/krisp1.github.io/blob/87322f78809a8ee8292297a3ab897e25808b00bc/vendor/bundle/ruby/2.3.0/gems/safe_yaml-1.0.5/lib/safe_yaml/libyaml_checker.rb#L11,404,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
295,https://github.com/guardicore/monkey/blob/6d99a892d672c539317087eacb53c3ef6aa7e735/monkey/infection_monkey/exploit/struts2.py#L1,Yes,Yes,Origin,Source code,Multiple,,,,,,,,,,,,,,,,,,,
296,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/local/34923.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
297,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/15073.rb#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
298,https://github.com/devsnd/cherrymusic/blob/911b757b6e3a59d3be5fded9e7ab08b0807959fa/cherrymusicserver/httphandler.py#L310,Yes,Yes,Warning,Source code,Single,,,,,,,,,,,,,,,,,,,
299,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/11167.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
300,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/cve/cve-2015-3290.c#L27,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
